centro_nro_registro,centro_tipo,dependecia_funcional,dependecia_patrimonial,oferta_asistecial,municipio_nombre,direccion_vial_tipo,direccion_vial_nombre,direccion_vial_nro,direccion_informacon_adicional,direccion_codigo_postal,localizacion_coordenada_x,localizacion_coordenada_y,latitud,longitud
CS2101,Otros centros especializados,Privado No Benéfico,Privados,Psiquiatría,Madrid,CALLE,de Columela,13,1ş DERECHA,28001,441773,4474741,40.421261720981576,-3.6863706674404173
CS2102,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,CALLE,de Altamirano,34,BAJO-IZDA.,28008,438945,4475805,40.430643986747945,-3.7198064223090643
CS2112,Consulta médica,Privado No Benéfico,Privados,Urología,Madrid,CALLE,de Don Ramón de la Cruz,70,2şDCHA,28006,442739,4475543,40.428553585231334,-3.675056594344514
CS2114,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Hermano Gárate,8,Local 2 C,28020,440991,4478973,40.45933039100867,-3.69598118012261
CS2115,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Guadalajara,28,BAJO,28042,447861,4478191,40.452745144115106,-3.614893513552445
CS2116,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Martín de Vargas,34,LOCAL,28005,440488,4472600,40.40188364490778,-3.7013167205415796
CS2117,Consulta médica,Privado No Benéfico,Privados,Medicina estética,Madrid,AVDA,de Menéndez Pelayo,67,2ş 6 BIS,28009,442616,4473769,40.41256400031783,-3.6763464893593096
CS2127,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,CALLE,de los Embajadores,55,1şDCHA.,28012,440441,4472899,40.404573824656836,-3.7018985281359535
CS2130,Centro Polivalente,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Canal de Panamá,5,LOCAL,28027,444735,4476847,40.440435719720284,-3.651640383825185
CS2133,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de María Teresa Sáenz de Heredia,13,BAJO-CENTRO.,28017,444533,4474916,40.42302677765063,-3.6538535474433362
CS2135,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,GTA,de Cuatro Caminos,4,"ESCALERA 1,1ş",28020,440266,4477640,40.44727037742689,-3.7044061678253715
CS2136,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Rodríguez Marín,92,BAJO-DERECHA,28016,442451,4478305,40.45341513626935,-3.678701826258862
CS2137,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,del Divino Pastor,26,2ş DERECHA.,28004,440181,4475496,40.42795017973984,-3.705206611212714
CS2139,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de San Claudio,144,BAJO,28038,445619,4471187,40.38950538299471,-3.6407337415674097
CS2140,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de los Embajadores,57,2ş IZDA.,28012,440447,4472887,40.40446615192054,-3.701826700799365
CS2145,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Esperanza Macarena,13,BAJO,28021,441367,4466886,40.35047109594232,-3.690433266012957
CS2146,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Príncipe,33,1ş B,28012,440604,4473965,40.414188519183725,-3.700077224296359
CS2151,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Calella,6,LOCAL PUERTA ,28038,444813,4471714,40.39419991312457,-3.6502753726957096
CS2158,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Aquitania,32,LOCAL,28032,447837,4474526,40.419727113320384,-3.6148756907216466
CS2159,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de San Narciso,26,LOCAL,28022,448295,4477368,40.44535818566961,-3.609708468238364
CS2164,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Camino de los Vinateros,70,1ş-B,28030,444657,4473473,40.410035672015844,-3.652266358438216
CS2169,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Galileo,88,BAJO-IZDA.,28015,439794,4476576,40.43765137084162,-3.709870930629252
CS2176,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Pez Volador,19,4ş C,28007,443406,4473932,40.414086483133374,-3.667050395002425
CS2177,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Obstetricia,Madrid,CALLE,de Gaztambide,52,BAJO DERECHA,28015,439343,4476604,40.437870833328525,-3.7151908180197473
CS2179,Clínica dental,Privado No Benéfico,Privados,Cirugía maxilofacial,Madrid,CALLE,de Rodríguez Marín,71,BAJO DERECHA,28016,442414,4478283,40.453214387421816,-3.679136159849667
CS2182,Consulta médica,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,CALLE,del Poeta Joan Maragall,58,2şG,28020,441383,4479362,40.46286241258747,-3.691393986807385
CS2186,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,de María de Molina,60,ESCALERA B 4ş,28006,442441,4476511,40.43725324138672,-3.678657182476302
CS2187,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Fermín Caballero,54 PORTAL 3,LOCAL 10,28034,439994,4481714,40.48395095715112,-3.7079987314490275
CS2194,Otros centros especializados,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Andrés Mellado,19,1ş D,28015,439381,4476006,40.43248656842381,-3.714685761164786
CS2195,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Marcelo Usera,18,2ş DERECHA,28026,440514,4470988,40.38736378276266,-3.7008597613749696
CS2198,Centro Polivalente,Privado No Benéfico,Privados,Ginecología,Madrid,CALLE,de Fermín Caballero,58,,28034,439954,4481661,40.48347062230563,-3.7084656292121077
CS2201,Centro móvil de asistencia sanitaria,Mutua de Accidentes de Trabajo,Mútua Patronal,Medicina del trabajo,Madrid,CALLE,de José Abascal,50,,28010,441213,4476600,40.437969094325716,-3.6931433221052314
CS2209,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Espronceda,13,BAJO,28003,440811,4476911,40.44074220636647,-3.6979118464815715
CS2210,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de la Oca,8,LOCAL,28025,437822,4471196,40.3890409723483,-3.732594609471684
CS2221,Centro Polivalente,Privado No Benéfico,Privados,Reumatología,Madrid,CALLE,de la Infanta Mercedes,8,LOCAL 3,28020,440735,4478381,40.45397918919518,-3.6989450895990412
CS2222,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,del Doctor Vallejo Nágera,54 ,LOCAL 3,28005,439318,4472870,40.40423148746417,-3.7151292689638695
CS2223,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Obtención de muestras,Madrid,AVDA,de Logrońo,319,,28042,450669,4480271,40.4716544674672,-3.5819411325256327
CS2224,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Santa Engracia,124,1şA,28003,440521,4476996,40.44148723037147,-3.701339022199115
CS2225,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Odontología/Estomatología,Madrid,CALLE,de Verdaguer y García,56,,28027,444642,4476929,40.441168232910016,-3.6527440425001734
CS2226,Consulta médica,Privado No Benéfico,Privados,Obstetricia,Madrid,CALLE,de Serrano,58,PISO 1ş LETRA,28001,441726,4475556,40.428600350491344,-3.686999353718535
CS2227,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Gasómetro,30,1şC,28005,439960,4472682,40.40258443603822,-3.7075462012780083
CS2229,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Sánchez Barcaiztegui,40,ESC. IZDA 1şE,28007,442948,4473096,40.40652407449688,-3.6723733445230353
CS2230,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Medicina estética,Madrid,CALLE,del Comandante Zorita,6,2ş 2 Y 4,28020,440777,4477651,40.44740603026456,-3.6983817127039456
CS2231,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Corazón de María,23,1şC,28002,443337,4477136,40.44294508720387,-3.6681492006149914
CS2232,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Goya,135,2ş DCHA.,28009,443181,4475111,40.42469221170924,-3.669807536026254
CS2235,Centro Polivalente,Privado No Benéfico,Privados,Depósito de medicamentos,Madrid,PLAZA,de José María Soler,7,LOCAL,28016,443283,4478950,40.459282794098165,-3.6689479328476455
CS2236,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,del Conde de Peńalver,28,1ş CENTRO DCH,28006,442725,4475471,40.427904008916215,-3.6752151442883605
CS2238,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PLAZA,de la Prosperidad,3,2ş B,28002,442757,4477293,40.44431969037024,-3.6750020466283395
CS2242,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Téllez,18,LOCAL-9,28007,442216,4472692,40.402834141819966,-3.680962911179372
CS2249,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Ramón Gómez de la Serna,1,BAJO,28035,438598,4481320,40.48029960846106,-3.724430461483259
CS2252,Centro Polivalente,Privado No Benéfico,Privados,Enfermería,Madrid,CALLE,de Cavanilles,25,BAJO-LOCAL,28007,442697,4473034,40.40594830624596,-3.6753256709517204
CS2257,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,PASEO,de Yeserías,35,,28005,439949,4472189,40.39814245760096,-3.7076293179302375
CS2260,Centro de salud,Servicios o Institutos de Salud de las CC.AA,Servicio Madrileńo de Salud,Medicina general/de familia,Madrid,CALLE,de Fuentespina,2,,28031,448675,4470156,40.38041131163752,-3.604645904966806
CS2262,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Néctar,45,LOCAL,28022,448195,4477123,40.44314485444815,-3.610867629479811
CS2269,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Los Yébenes,96,BAJO,28047,436098,4471613,40.3926670173428,-3.752947346712378
CS2271,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,AVDA,de Rafael Alberti,32,,28038,445460,4470697,40.385080759053054,-3.6425650648707046
CS2272,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Doctor Esquerdo,82,1ş B ESC-3,28007,443153,4473766,40.41257382371049,-3.6700173769873037
CS2274,Servicio sanitario integrado en una organización no sanitaria,Otros CESS Públicos de dependencia estatal,Otros Administración Central,Obtención de muestras,Madrid,CALLE,de Jorge Juan,106,,28009,443090,4474924,40.42300139841535,-3.670863477969605
CS2276,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Doctor Santero,23,BAJO A,28039,440111,4477676,40.447583528766465,-3.7062372502144645
CS2277,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de los Hermanos García Noblejas,61,BAJO-IZDA.,28037,446469,4475545,40.42881999067249,-3.6310859768847896
CS2278,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Jorge Juan,83,1ş DERECHA,28009,442704,4474975,40.42343434141098,-3.6754179994318137
CS2284,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de Niza,10,PORTAL 3 1şB,28028,448599,4475469,40.42826967500563,-3.6059702627134125
CS2285,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de los Toreros,26,BAJO,28028,443444,4475934,40.43212414536337,-3.666780592935558
CS2288,Centro móvil de asistencia sanitaria,Privado No Benéfico,Privados,Medicina del trabajo,Madrid,CALLE,del Príncipe de Vergara,134,,28002,442487,4477219,40.443634429717534,-3.678178940591329
CS2289,Centro móvil de asistencia sanitaria,Privado No Benéfico,Privados,Medicina del trabajo,Madrid,CALLE,del Príncipe de Vergara,134,,28002,442487,4477219,40.443634429717534,-3.678178940591329
CS2290,Centro móvil de asistencia sanitaria,Privado No Benéfico,Privados,Medicina del trabajo,Madrid,CALLE,del Príncipe de Vergara,134,,28002,442487,4477219,40.443634429717534,-3.678178940591329
CS2292,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Sebastián Herrera,11,1şA,28012,440628,4472824,40.40391154341637,-3.6996879065957775
CS2293,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Joaquín Costa,35,,28002,441956,4477335,40.44464251124449,-3.684450537880644
CS2300,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,AVDA,de Moratalaz,157,1ş  A y B,28030,445111,4473204,40.407642421852664,-3.6468926870422766
CS2304,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,AVDA,de América,8,4ş B,28028,442658,4476579,40.43788080967312,-3.676104920376056
CS2310,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Covarrubias,35,BAJO-IZDA.,28010,440766,4475885,40.43149633103214,-3.698346778589526
CS2311,Consulta médica,Privado No Benéfico,Privados,Dermatología,Madrid,PASEO,de la Castellana,179,1ş D 2,28046,441487,4479383,40.46305892004426,-3.6901693160994857
CS2313,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Príncipe de Vergara,33,BAJO IZQUIERDA,28001,,,,
CS2314,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de San Bernardo,110,3ş IZQUIERDA,28015,440193,4475824,40.430905813730924,-3.705096012506397
CS2317,Centro Polivalente,Privado No Benéfico,Privados,Endocrinología,Madrid,CALLE,de Francos Rodríguez,56,1şD,28039,440054,4478696,40.45676799825666,-3.707005667961192
CS2324,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Doctor Pérez Domínguez,3,PORT2 1ş5,28021,439873,4466486,40.34676131780299,-3.7079869338746554
CS2330,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de María de Molina,5,1ş PUERTA 3 Y 4,28006,441539,4476619,40.43816323662456,-3.689301547543015
CS2331,Consulta médica,Privado No Benéfico,Privados,Otorrinolaringología,Madrid,CALLE,del Doctor Gómez Ulla,22,ESCALERA DERE,28028,443416,4475783,40.43076195493232,-3.6670972421267383
CS2346,Centro Polivalente,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,AVDA,de La Verbena de la Paloma,10,BAJO,28041,440846,4467920,40.35974918537927,-3.6966637391133017
CS2348,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Fisioterapia,Madrid,CALLE,de Pablo Sánchez,6,LOCAL,28027,444551,4476980,40.44162160437508,-3.6538214379256324
CS2350,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Cirugía maxilofacial,Madrid,PASEO,de San Francisco de Sales,10,1ş,28003,439292,4476859,40.44016425712077,-3.7158164654503243
CS2351,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Molina de Segura,9,LOCAL,28030,445900,4473107,40.4068202348568,-3.6375862547493547
CS2352,Consulta médica,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,del Cerro de la Carrasqueta,25,PORTAL 7 BAJO,28035,438685,4481962,40.486089384150034,-3.723466190757897
CS2353,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,AVDA,de Concha Espina,18,1ş 1,28002,441904,4478106,40.45158440021743,-3.685134205333436
CS2360,Consulta de otros profesionales sanitarios,Privado No Benéfico,Privados,Podología,Madrid,CALLE,de Ramón Gómez de la Serna,5,LOCAL PUERTA 2,28035,438660,4481449,40.48146626555568,-3.7237115110559635
CS2361,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del Conde de Peńalver,61,1ş D,28006,442727,4476045,40.433075027790494,-3.6752432862267006
CS2375,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Apolonio Morales,19,,28036,442175,4479466,40.463854787292355,-3.682062368256021
CS2377,Consulta médica,Privado No Benéfico,Privados,Oftalmología,Madrid,CALLE,de Diego de León,25,BAJO IZQDA,28006,442179,4476267,40.43503699653898,-3.681723920524158
CS2378,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,del General Pardińas,8,1ş-B,28001,442434,4475058,40.42416341069839,-3.6786081224585594
CS2380,Clínica dental,Privado No Benéfico,Privados,Odontología/Estomatología,Madrid,CALLE,de Candilejas,60,LOCAL 1,28018,443746,4470538,40.38353442591239,-3.662743320439872
CS2386,Centro Polivalente,Privado No Benéfico,Privados,Medicina general/de familia,Madrid,CALLE,de Pobladura del Valle,27,BJO-lOCAL P.B1,28037,447735,4475444,40.427990625446114,-3.6161534144343683
CS2391,Clínica dental,Privado No Benéfico,Privados,Anestesia y Reanimación,Madrid,CALLE,de Bocángel,1,1ş B,28028,443662,4475694,40.429976894062854,-3.6641893215195496
CS2392,Otros proveedores de asistencia sanitaria sin internamiento,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de La Latina,28,1ş A,28047,436196,4472545,40.40107036443977,-3.7518861148937357
CS2393,Consulta médica,Privado No Benéfico,Privados,Otras unidades asistenciales,Madrid,CALLE,de Luis de Hoyos Sáinz,50,LOCAL 8,28030,445848,4472846,40.404465606967086,-3.638176848329941
